Location,Station,Date,Time,Temperature_F,DewPoint_F,Humidity_Percentage,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precipitation_in,Condition,Data Collection Source
"San Francisco, CA",San Francisco International Airport Station,7/13/21,10:56 AM,64 °F,51 °F,63 %,WSW,14 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,11:56 AM,66 °F,51 °F,59 %,W,16 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,12:18 PM,67 °F,51 °F,57 %,W,20 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,12:56 PM,66 °F,52 °F,60 %,W,18 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,1:56 PM,74 °F,52 °F,46 %,W,16 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,2:56 PM,67 °F,51 °F,57 %,W,16 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,3:56 PM,65 °F,51 °F,61 %,W,24 mph,0 mph,29.90 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,4:56 PM,64 °F,51 °F,63 %,W,22 mph,29 mph,29.89 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,5:56 PM,62 °F,51 °F,67 %,WSW,16 mph,24 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,6:56 PM,60 °F,51 °F,72 %,WSW,16 mph,22 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,7:56 PM,58 °F,50 °F,75 %,WSW,16 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,8:56 PM,57 °F,51 °F,81 %,W,14 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,9:56 PM,56 °F,50 °F,80 %,W,9 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,10:56 PM,56 °F,50 °F,80 %,W,7 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,11:56 PM,56 °F,50 °F,80 %,W,7 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,12:56 AM,55 °F,50 °F,83 %,WNW,7 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,1:56 AM,55 °F,50 °F,83 %,S,7 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,2:56 AM,55 °F,50 °F,83 %,SSW,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,3:56 AM,55 °F,50 °F,83 %,SW,5 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,4:56 AM,55 °F,50 °F,83 %,S,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,5:56 AM,55 °F,50 °F,83 %,S,9 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,6:56 AM,55 °F,50 °F,83 %,S,10 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,7:56 AM,56 °F,50 °F,80 %,S,10 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,8:53 AM,61 °F,52 °F,72 %,S,6 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,8:56 AM,60 °F,51 °F,72 %,S,5 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,9:56 AM,63 °F,51 °F,65 %,NE,3 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,10:56 AM,64 °F,53 °F,67 %,NNE,8 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,11:56 AM,66 °F,55 °F,68 %,NNE,9 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,12:56 PM,68 °F,54 °F,61 %,NE,7 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,1:56 PM,69 °F,54 °F,58 %,E,6 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,2:56 PM,72 °F,54 °F,53 %,NNE,5 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,3:56 PM,73 °F,53 °F,49 %,NW,9 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,4:56 PM,71 °F,53 °F,53 %,NW,14 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,5:56 PM,68 °F,52 °F,56 %,WNW,16 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,6:56 PM,66 °F,52 °F,60 %,W,15 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,7:56 PM,61 °F,52 °F,72 %,W,18 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,8:56 PM,59 °F,51 °F,75 %,W,14 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,9:56 PM,57 °F,51 °F,81 %,WNW,10 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,10:56 PM,57 °F,51 °F,81 %,WNW,12 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/14/21,11:56 PM,56 °F,51 °F,84 %,WNW,12 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,12:56 AM,56 °F,50 °F,80 %,W,14 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,1:56 AM,55 °F,50 °F,83 %,W,10 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,2:56 AM,54 °F,50 °F,86 %,W,13 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,3:56 AM,54 °F,50 °F,86 %,W,13 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,4:56 AM,54 °F,50 °F,86 %,WSW,13 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,5:56 AM,54 °F,50 °F,86 %,WSW,10 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,6:56 AM,55 °F,50 °F,83 %,W,8 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,7:25 AM,56 °F,50 °F,80 %,WSW,8 mph,0 mph,30.00 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,7:56 AM,58 °F,49 °F,72 %,W,10 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,8:56 AM,59 °F,50 °F,72 %,WNW,13 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,9:56 AM,61 °F,50 °F,67 %,WSW,12 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,10:56 AM,62 °F,50 °F,65 %,W,20 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,11:56 AM,64 °F,51 °F,63 %,W,23 mph,0 mph,30.01 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,12:56 PM,64 °F,50 °F,60 %,W,21 mph,0 mph,30.00 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,1:56 PM,64 °F,50 °F,60 %,W,18 mph,0 mph,29.99 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,2:56 PM,64 °F,51 °F,63 %,W,21 mph,0 mph,29.98 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,3:56 PM,63 °F,50 °F,63 %,W,22 mph,0 mph,29.97 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,4:56 PM,62 °F,50 °F,65 %,W,23 mph,30 mph,29.96 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,5:56 PM,59 °F,50 °F,72 %,W,22 mph,29 mph,29.95 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,6:56 PM,57 °F,50 °F,77 %,W,17 mph,28 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,7:34 PM,56 °F,50 °F,80 %,W,16 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,7:56 PM,56 °F,50 °F,80 %,W,15 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,8:56 PM,55 °F,51 °F,86 %,W,14 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,9:56 PM,55 °F,51 °F,86 %,W,14 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,10:56 PM,55 °F,50 °F,83 %,WSW,13 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/15/21,11:56 PM,55 °F,51 °F,86 %,WSW,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,12:56 AM,55 °F,50 °F,83 %,W,8 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,1:56 AM,55 °F,50 °F,83 %,W,7 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,2:56 AM,56 °F,51 °F,84 %,CALM,0 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,3:56 AM,56 °F,50 °F,80 %,VAR,3 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,4:56 AM,56 °F,50 °F,80 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,5:56 AM,56 °F,50 °F,80 %,WSW,5 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,6:56 AM,56 °F,50 °F,80 %,S,5 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,7:56 AM,58 °F,51 °F,78 %,CALM,0 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,8:56 AM,60 °F,52 °F,75 %,N,5 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,9:56 AM,63 °F,52 °F,67 %,N,6 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,10:56 AM,65 °F,54 °F,68 %,NNE,8 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,11:56 AM,66 °F,54 °F,65 %,NNE,8 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,12:56 PM,66 °F,55 °F,68 %,NNE,9 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,1:56 PM,70 °F,54 °F,57 %,NW,16 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,2:56 PM,67 °F,53 °F,61 %,NW,18 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,3:56 PM,66 °F,52 °F,60 %,WNW,22 mph,0 mph,29.90 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,4:56 PM,64 °F,52 °F,65 %,WNW,23 mph,0 mph,29.89 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,5:56 PM,63 °F,52 °F,67 %,NW,20 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,6:56 PM,60 °F,51 °F,72 %,WNW,18 mph,0 mph,29.87 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,7:56 PM,58 °F,51 °F,78 %,WNW,18 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,8:56 PM,56 °F,52 °F,87 %,NW,15 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,9:56 PM,56 °F,51 °F,84 %,WNW,15 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,10:56 PM,56 °F,51 °F,84 %,NW,10 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/16/21,11:56 PM,56 °F,51 °F,84 %,WNW,9 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,12:56 AM,56 °F,51 °F,84 %,NW,8 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,1:56 AM,56 °F,51 °F,84 %,NW,5 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,2:56 AM,55 °F,51 °F,86 %,WNW,6 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,3:56 AM,55 °F,51 °F,86 %,WNW,7 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,4:56 AM,54 °F,50 °F,86 %,WNW,6 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,5:56 AM,54 °F,50 °F,86 %,WNW,3 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,6:56 AM,56 °F,51 °F,84 %,WNW,5 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,7:56 AM,59 °F,52 °F,78 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,8:56 AM,61 °F,53 °F,75 %,NE,5 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,9:56 AM,63 °F,55 °F,75 %,NE,6 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,10:56 AM,65 °F,56 °F,73 %,NE,7 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,11:56 AM,68 °F,57 °F,68 %,NNE,7 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,12:56 PM,71 °F,54 °F,55 %,NW,14 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,1:56 PM,70 °F,54 °F,57 %,NW,20 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,2:56 PM,69 °F,54 °F,58 %,WNW,21 mph,0 mph,29.92 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,3:56 PM,69 °F,54 °F,58 %,WNW,22 mph,0 mph,29.91 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,4:56 PM,66 °F,53 °F,63 %,WNW,22 mph,0 mph,29.90 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,5:56 PM,64 °F,53 °F,67 %,WNW,22 mph,0 mph,29.89 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,6:56 PM,61 °F,52 °F,72 %,NW,20 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,7:56 PM,60 °F,54 °F,80 %,NW,20 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,8:56 PM,58 °F,53 °F,84 %,NW,15 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,9:56 PM,57 °F,53 °F,87 %,WNW,13 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,10:56 PM,56 °F,53 °F,90 %,NW,12 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/17/21,11:56 PM,56 °F,53 °F,90 %,WNW,9 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,12:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,1:56 AM,56 °F,52 °F,87 %,WNW,9 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,2:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,3:56 AM,55 °F,52 °F,89 %,WNW,9 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,4:56 AM,55 °F,52 °F,89 %,WNW,9 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,5:56 AM,55 °F,52 °F,89 %,WNW,7 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,6:56 AM,56 °F,52 °F,87 %,W,7 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,7:56 AM,60 °F,53 °F,78 %,WNW,5 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,8:56 AM,63 °F,54 °F,72 %,NNE,3 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,9:56 AM,64 °F,55 °F,72 %,NE,5 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,10:56 AM,67 °F,56 °F,68 %,NNE,9 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,11:56 AM,68 °F,56 °F,65 %,N,9 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,12:56 PM,73 °F,55 °F,53 %,NW,12 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,1:56 PM,72 °F,54 °F,53 %,NW,16 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,2:56 PM,72 °F,54 °F,53 %,WNW,18 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,3:56 PM,70 °F,54 °F,57 %,WNW,20 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,4:56 PM,67 °F,53 °F,61 %,NW,21 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,5:56 PM,63 °F,52 °F,67 %,WNW,26 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,6:56 PM,61 °F,53 °F,75 %,WNW,22 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,7:56 PM,57 °F,52 °F,83 %,WNW,23 mph,26 mph,29.96 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,8:56 PM,56 °F,52 °F,87 %,WNW,20 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,9:56 PM,56 °F,52 °F,87 %,WNW,15 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,10:56 PM,56 °F,52 °F,87 %,WNW,14 mph,20 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/18/21,11:56 PM,56 °F,52 °F,87 %,WNW,12 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,12:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,1:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,2:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,3:56 AM,56 °F,52 °F,87 %,WNW,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,4:56 AM,56 °F,52 °F,87 %,WNW,8 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,5:56 AM,57 °F,52 °F,83 %,WNW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,6:56 AM,58 °F,53 °F,84 %,NW,5 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,7:56 AM,61 °F,53 °F,75 %,WNW,6 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,8:56 AM,63 °F,54 °F,72 %,N,5 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,9:56 AM,65 °F,55 °F,70 %,NE,6 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,10:56 AM,67 °F,56 °F,68 %,NNE,7 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,11:56 AM,68 °F,54 °F,61 %,NW,15 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,12:56 PM,66 °F,53 °F,63 %,NW,21 mph,0 mph,30.00 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,1:56 PM,66 °F,54 °F,65 %,NW,21 mph,0 mph,30.00 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,2:56 PM,69 °F,52 °F,54 %,WNW,25 mph,0 mph,29.99 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,3:56 PM,67 °F,52 °F,59 %,NW,20 mph,28 mph,29.99 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,4:56 PM,64 °F,52 °F,65 %,NW,22 mph,30 mph,29.99 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,5:56 PM,62 °F,52 °F,70 %,WNW,17 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,6:56 PM,59 °F,52 °F,78 %,NW,20 mph,0 mph,29.99 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/19/21,7:56 PM,57 °F,52 °F,83 %,WNW,17 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
