Location,Station,Date,Time,Temperature_F,DewPoint_F,Humidity_Percentage,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precipitation_in,Condition,Data Collection Source
"San Francisco, CA",San Francisco International Airport Station,7/26/21,9:56 AM,62 °F,55 °F,78 %,NNE,3 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,10:56 AM,64 °F,56 °F,75 %,N,5 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,11:56 AM,66 °F,56 °F,70 %,NE,6 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,12:56 PM,67 °F,57 °F,70 %,,0 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,1:56 PM,69 °F,57 °F,65 %,,0 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,2:56 PM,70 °F,57 °F,63 %,ENE,5 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,3:56 PM,71 °F,55 °F,57 %,N,12 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,4:56 PM,74 °F,51 °F,45 %,VAR,5 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,5:56 PM,69 °F,56 °F,63 %,NNW,14 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,6:56 PM,66 °F,55 °F,68 %,NNW,12 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,7:56 PM,64 °F,54 °F,70 %,NW,15 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,8:56 PM,61 °F,54 °F,78 %,NW,12 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,9:56 PM,62 °F,53 °F,72 %,WNW,8 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,10:56 PM,62 °F,53 °F,72 %,VAR,3 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/26/21,11:56 PM,61 °F,53 °F,75 %,WNW,6 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,12:56 AM,60 °F,54 °F,80 %,NW,6 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,1:56 AM,59 °F,53 °F,81 %,WNW,8 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,2:56 AM,58 °F,54 °F,87 %,WNW,8 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,3:56 AM,58 °F,54 °F,87 %,WNW,6 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,4:56 AM,59 °F,54 °F,83 %,CALM,0 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,5:56 AM,61 °F,56 °F,83 %,CALM,0 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,6:56 AM,61 °F,55 °F,81 %,WNW,8 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,7:56 AM,60 °F,54 °F,80 %,NW,8 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,8:56 AM,60 °F,54 °F,80 %,NW,6 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,9:56 AM,60 °F,55 °F,83 %,N,6 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,10:56 AM,68 °F,58 °F,70 %,NNE,6 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,11:56 AM,70 °F,59 °F,68 %,NNE,8 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,12:56 PM,75 °F,56 °F,51 %,NW,14 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,1:56 PM,74 °F,56 °F,53 %,NW,17 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,2:56 PM,69 °F,56 °F,63 %,NW,24 mph,0 mph,29.96 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,3:56 PM,72 °F,56 °F,57 %,WNW,20 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,4:56 PM,70 °F,55 °F,59 %,WNW,20 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,5:56 PM,70 °F,54 °F,57 %,WNW,23 mph,0 mph,29.93 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,6:56 PM,72 °F,51 °F,48 %,WNW,21 mph,0 mph,29.94 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,7:56 PM,67 °F,54 °F,63 %,WNW,17 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,8:56 PM,60 °F,55 °F,83 %,NW,17 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,9:56 PM,59 °F,55 °F,87 %,NW,14 mph,0 mph,29.99 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,10:56 PM,59 °F,55 °F,87 %,NW,8 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/27/21,11:56 PM,59 °F,55 °F,87 %,WNW,8 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,12:56 AM,59 °F,55 °F,87 %,WNW,9 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,1:56 AM,58 °F,55 °F,90 %,WNW,14 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,2:56 AM,57 °F,54 °F,89 %,WNW,12 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,3:56 AM,57 °F,54 °F,89 %,WNW,10 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,4:56 AM,57 °F,54 °F,89 %,WNW,12 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,5:56 AM,56 °F,54 °F,93 %,WNW,10 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,7:56 AM,59 °F,55 °F,87 %,WNW,9 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,8:56 AM,63 °F,55 °F,75 %,NNW,7 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,9:56 AM,65 °F,56 °F,73 %,NE,5 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,10:56 AM,67 °F,58 °F,73 %,ENE,5 mph,0 mph,30.03 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,11:56 AM,71 °F,56 °F,59 %,NW,14 mph,0 mph,30.02 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,12:56 PM,69 °F,55 °F,61 %,W,20 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,1:56 PM,70 °F,56 °F,61 %,NW,18 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,2:56 PM,68 °F,56 °F,65 %,WNW,22 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,3:56 PM,68 °F,56 °F,65 %,WNW,23 mph,30 mph,29.97 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,4:56 PM,66 °F,56 °F,70 %,WNW,24 mph,0 mph,29.97 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,5:56 PM,64 °F,55 °F,72 %,WNW,20 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,6:56 PM,64 °F,55 °F,72 %,NW,18 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,7:56 PM,61 °F,55 °F,81 %,NW,21 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,8:56 PM,60 °F,55 °F,83 %,NW,15 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,9:56 PM,59 °F,55 °F,87 %,WNW,13 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,10:56 PM,58 °F,55 °F,90 %,WNW,14 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/28/21,11:56 PM,58 °F,55 °F,90 %,NW,14 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,12:56 AM,58 °F,55 °F,90 %,NW,13 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,1:56 AM,58 °F,55 °F,90 %,NW,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,2:56 AM,57 °F,55 °F,93 %,WNW,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,3:56 AM,58 °F,55 °F,90 %,WNW,8 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,4:56 AM,57 °F,55 °F,93 %,WNW,7 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,5:56 AM,58 °F,55 °F,90 %,WNW,8 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,6:18 AM,58 °F,55 °F,90 %,WNW,6 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,6:56 AM,59 °F,56 °F,90 %,WNW,5 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,7:56 AM,62 °F,56 °F,80 %,N,3 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,8:56 AM,64 °F,57 °F,78 %,N,5 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,9:56 AM,66 °F,59 °F,78 %,NNE,6 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,10:56 AM,67 °F,58 °F,73 %,NE,7 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,11:56 AM,70 °F,57 °F,63 %,WNW,14 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,12:56 PM,69 °F,57 °F,65 %,NW,16 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,1:56 PM,70 °F,56 °F,61 %,NW,17 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,2:56 PM,72 °F,57 °F,59 %,NW,18 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,3:56 PM,70 °F,57 °F,63 %,NW,21 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,4:56 PM,70 °F,57 °F,63 %,NW,21 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,5:56 PM,67 °F,56 °F,68 %,WNW,21 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,6:56 PM,65 °F,56 °F,73 %,NW,15 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,7:56 PM,62 °F,56 °F,80 %,WNW,16 mph,0 mph,29.87 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,8:56 PM,60 °F,56 °F,86 %,WNW,15 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,9:56 PM,59 °F,55 °F,87 %,WNW,14 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,10:56 PM,58 °F,55 °F,90 %,WNW,16 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/29/21,11:56 PM,58 °F,55 °F,90 %,WNW,13 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,12:56 AM,58 °F,55 °F,90 %,WNW,13 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,1:56 AM,57 °F,55 °F,93 %,WNW,12 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,2:56 AM,57 °F,55 °F,93 %,WNW,14 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,3:56 AM,56 °F,54 °F,93 %,WNW,13 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,4:56 AM,57 °F,54 °F,89 %,NW,10 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,5:54 AM,57 °F,55 °F,94 %,WNW,9 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,5:56 AM,57 °F,55 °F,93 %,WNW,8 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,6:06 AM,57 °F,55 °F,93 %,WNW,7 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,6:56 AM,58 °F,55 °F,90 %,WNW,8 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,7:56 AM,60 °F,55 °F,83 %,NW,5 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,8:42 AM,61 °F,56 °F,83 %,NW,8 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,8:56 AM,62 °F,56 °F,80 %,NNW,5 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,9:56 AM,64 °F,56 °F,75 %,NNW,10 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,10:56 AM,66 °F,57 °F,73 %,NNW,13 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,11:56 AM,68 °F,57 °F,68 %,NNW,13 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,12:56 PM,70 °F,57 °F,63 %,NW,15 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,1:56 PM,71 °F,56 °F,59 %,NW,16 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,2:56 PM,69 °F,56 °F,63 %,NW,18 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,3:56 PM,69 °F,56 °F,63 %,NW,21 mph,0 mph,29.89 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,4:56 PM,67 °F,56 °F,68 %,NW,18 mph,28 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,5:56 PM,66 °F,56 °F,70 %,NW,16 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,6:56 PM,63 °F,56 °F,78 %,NW,16 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,7:56 PM,61 °F,56 °F,83 %,WNW,16 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,8:56 PM,61 °F,56 °F,83 %,NW,12 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,9:56 PM,60 °F,56 °F,86 %,NW,8 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,10:56 PM,61 °F,55 °F,81 %,WNW,6 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/30/21,11:56 PM,61 °F,56 °F,83 %,WNW,9 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,12:56 AM,60 °F,56 °F,86 %,WNW,7 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,1:56 AM,60 °F,55 °F,83 %,WNW,8 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,2:56 AM,59 °F,55 °F,87 %,WNW,7 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,3:56 AM,59 °F,55 °F,87 %,W,7 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,4:56 AM,59 °F,55 °F,87 %,W,6 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,5:56 AM,59 °F,55 °F,87 %,W,5 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,6:16 AM,59 °F,54 °F,83 %,WNW,5 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,6:56 AM,59 °F,55 °F,87 %,WNW,7 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,7:09 AM,60 °F,56 °F,86 %,NW,6 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,7:56 AM,61 °F,56 °F,83 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,8:56 AM,64 °F,56 °F,75 %,SE,5 mph,0 mph,30.02 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,9:56 AM,66 °F,58 °F,75 %,NNE,7 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,10:56 AM,68 °F,59 °F,73 %,NNE,8 mph,0 mph,30.03 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,11:56 AM,69 °F,59 °F,70 %,NNE,9 mph,0 mph,30.03 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,12:56 PM,72 °F,58 °F,61 %,NE,6 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,1:56 PM,74 °F,59 °F,59 %,NNE,7 mph,0 mph,30.01 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,2:56 PM,73 °F,58 °F,59 %,NNW,15 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,3:56 PM,73 °F,58 °F,59 %,NW,15 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,4:56 PM,70 °F,56 °F,61 %,NW,18 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,5:56 PM,68 °F,56 °F,65 %,NW,18 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,6:56 PM,66 °F,56 °F,70 %,NW,16 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,7:56 PM,63 °F,56 °F,78 %,NW,14 mph,0 mph,29.99 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,8:56 PM,61 °F,55 °F,81 %,NW,12 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,9:56 PM,60 °F,55 °F,83 %,WNW,14 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,10:56 PM,60 °F,55 °F,83 %,WNW,10 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/31/21,11:56 PM,59 °F,55 °F,87 %,NW,6 mph,0 mph,30.03 in,0.0 in,Fair,Weather Underground
