Location,Station,Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precipitation (in),Condition,Data Collection Source
"New York City, NY",Laguardia Airport Station,7/10/21,5:51 PM,80 °F,65 °F,60 %,NE,10 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,6:51 PM,80 °F,67 °F,64 %,S,7 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,7:51 PM,76 °F,66 °F,71 %,S,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,8:51 PM,75 °F,67 °F,76 %,SSE,10 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,9:51 PM,74 °F,68 °F,82 %,S,6 mph,0 mph,30.02 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,10:51 PM,75 °F,68 °F,79 %,S,6 mph,0 mph,30.01 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/10/21,11:51 PM,74 °F,68 °F,82 %,VAR,3 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,12:51 AM,74 °F,68 °F,82 %,S,5 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,1:51 AM,74 °F,68 °F,82 %,CALM,0 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,2:51 AM,73 °F,68 °F,83 %,SSE,5 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,3:37 AM,73 °F,68 °F,83 %,SE,7 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,3:51 AM,73 °F,68 °F,84 %,SE,7 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,4:23 AM,73 °F,67 °F,81 %,SE,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,4:51 AM,73 °F,67 °F,81 %,SE,7 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,5:51 AM,73 °F,66 °F,78 %,SE,5 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,6:51 AM,73 °F,66 °F,79 %,ESE,6 mph,0 mph,30.07 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,7:51 AM,73 °F,66 °F,79 %,SE,7 mph,0 mph,30.09 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,8:51 AM,74 °F,66 °F,76 %,S,8 mph,0 mph,30.10 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,9:35 AM,74 °F,65 °F,73 %,SE,9 mph,0 mph,30.08 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,9:51 AM,74 °F,65 °F,73 %,SSE,9 mph,0 mph,30.07 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,10:51 AM,74 °F,66 °F,76 %,SSE,8 mph,0 mph,30.09 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,11:51 AM,75 °F,66 °F,73 %,S,12 mph,0 mph,30.11 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,12:51 PM,75 °F,66 °F,73 %,SE,5 mph,0 mph,30.10 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,1:51 PM,76 °F,67 °F,74 %,S,9 mph,0 mph,30.08 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,2:51 PM,79 °F,67 °F,66 %,SSE,12 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,3:13 PM,80 °F,66 °F,62 %,SE,13 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,3:51 PM,81 °F,66 °F,61 %,SSE,12 mph,17 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,4:51 PM,81 °F,66 °F,61 %,SSE,12 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,5:51 PM,81 °F,63 °F,54 %,S,15 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,6:51 PM,79 °F,65 °F,62 %,SSE,12 mph,21 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,7:51 PM,78 °F,64 °F,62 %,SSE,12 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,8:08 PM,78 °F,66 °F,66 %,SSE,12 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,8:51 PM,77 °F,68 °F,74 %,S,13 mph,0 mph,30.02 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,9:51 PM,77 °F,69 °F,76 %,S,10 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,10:06 PM,76 °F,70 °F,82 %,SSE,7 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,10:37 PM,76 °F,70 °F,82 %,ESE,8 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,10:51 PM,75 °F,71 °F,87 %,SE,5 mph,0 mph,30.05 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/11/21,11:51 PM,76 °F,72 °F,87 %,VAR,6 mph,0 mph,30.03 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,12:51 AM,76 °F,73 °F,91 %,S,5 mph,0 mph,30.03 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,1:51 AM,77 °F,73 °F,88 %,S,7 mph,0 mph,30.02 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:23 AM,76 °F,73 °F,91 %,S,7 mph,0 mph,30.02 in,0.0 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:39 AM,77 °F,72 °F,84 %,S,12 mph,0 mph,30.03 in,0.0 in,Heavy T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:41 AM,76 °F,72 °F,87 %,SSE,9 mph,0 mph,30.03 in,0.2 in,Heavy T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:48 AM,75 °F,72 °F,89 %,SW,12 mph,0 mph,30.03 in,0.4 in,Heavy T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:51 AM,74 °F,70 °F,87 %,SW,8 mph,0 mph,30.03 in,0.5 in,T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,3:03 AM,74 °F,70 °F,87 %,SSW,6 mph,0 mph,30.03 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,3:15 AM,74 °F,70 °F,87 %,SW,7 mph,0 mph,30.02 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,3:51 AM,74 °F,70 °F,87 %,SSE,6 mph,0 mph,30.01 in,0.1 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,4:51 AM,74 °F,70 °F,87 %,S,6 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,5:51 AM,74 °F,70 °F,87 %,SSW,5 mph,0 mph,30.02 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,6:51 AM,75 °F,71 °F,87 %,CALM,0 mph,0 mph,30.03 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,7:33 AM,76 °F,70 °F,82 %,CALM,0 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,7:51 AM,77 °F,70 °F,79 %,CALM,0 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,8:51 AM,79 °F,71 °F,77 %,NE,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,9:48 AM,79 °F,72 °F,78 %,NE,5 mph,0 mph,30.06 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,9:51 AM,79 °F,71 °F,77 %,NE,5 mph,0 mph,30.06 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,10:51 AM,80 °F,71 °F,74 %,NE,8 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,11:51 AM,78 °F,70 °F,76 %,ENE,9 mph,0 mph,30.08 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,12:45 PM,81 °F,72 °F,74 %,ENE,9 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,12:51 PM,81 °F,71 °F,72 %,NE,9 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,1:51 PM,81 °F,71 °F,72 %,NE,13 mph,0 mph,30.09 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,2:51 PM,81 °F,71 °F,72 %,NE,13 mph,0 mph,30.08 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,3:51 PM,81 °F,70 °F,69 %,NE,17 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,4:47 PM,79 °F,70 °F,74 %,NE,13 mph,0 mph,30.08 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,4:51 PM,79 °F,70 °F,74 %,NE,13 mph,0 mph,30.08 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,5:51 PM,78 °F,71 °F,79 %,ENE,12 mph,0 mph,30.11 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,6:51 PM,76 °F,71 °F,85 %,NE,10 mph,0 mph,30.11 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,7:31 PM,75 °F,70 °F,84 %,NE,13 mph,0 mph,30.12 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,7:51 PM,74 °F,69 °F,85 %,NE,15 mph,0 mph,30.13 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,8:31 PM,74 °F,70 °F,87 %,ENE,10 mph,0 mph,30.12 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,8:51 PM,74 °F,70 °F,87 %,NE,13 mph,0 mph,30.13 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,9:34 PM,73 °F,70 °F,90 %,NE,13 mph,0 mph,30.17 in,0.0 in,Light Drizzle,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,9:41 PM,73 °F,70 °F,90 %,NE,14 mph,0 mph,30.17 in,0.0 in,Light Drizzle,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,9:51 PM,73 °F,70 °F,90 %,NE,14 mph,0 mph,30.18 in,0.0 in,Light Drizzle,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,10:21 PM,73 °F,69 °F,87 %,ENE,15 mph,0 mph,30.18 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,10:51 PM,73 °F,69 °F,87 %,ENE,12 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,11:35 PM,73 °F,68 °F,84 %,ENE,12 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/12/21,11:51 PM,73 °F,68 °F,84 %,ENE,13 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,12:51 AM,73 °F,67 °F,81 %,ENE,7 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,1:51 AM,72 °F,66 °F,81 %,ENE,9 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,2:11 AM,71 °F,67 °F,87 %,ENE,6 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,2:51 AM,71 °F,67 °F,87 %,NE,7 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,3:21 AM,70 °F,67 °F,90 %,NE,9 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,3:51 AM,71 °F,67 °F,87 %,ENE,7 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,4:45 AM,70 °F,66 °F,88 %,E,8 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,4:51 AM,70 °F,67 °F,90 %,E,8 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,5:51 AM,69 °F,66 °F,90 %,ENE,9 mph,0 mph,30.17 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,6:15 AM,70 °F,67 °F,90 %,NE,9 mph,0 mph,30.18 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,6:51 AM,69 °F,67 °F,93 %,NE,8 mph,0 mph,30.20 in,0.0 in,Light Drizzle,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,7:34 AM,69 °F,66 °F,90 %,ENE,12 mph,0 mph,30.20 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,7:51 AM,70 °F,67 °F,90 %,ENE,8 mph,0 mph,30.21 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,8:15 AM,70 °F,67 °F,90 %,NE,8 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,8:33 AM,70 °F,67 °F,90 %,NE,8 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,8:51 AM,70 °F,66 °F,87 %,NE,8 mph,0 mph,30.22 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,9:51 AM,70 °F,66 °F,87 %,NE,12 mph,0 mph,30.22 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,10:03 AM,70 °F,66 °F,87 %,NE,13 mph,0 mph,30.22 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,10:51 AM,70 °F,66 °F,87 %,ENE,10 mph,0 mph,30.22 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,11:51 AM,71 °F,66 °F,84 %,NE,13 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,12:51 PM,72 °F,66 °F,81 %,NE,13 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,1:28 PM,72 °F,66 °F,81 %,NE,12 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,1:42 PM,72 °F,66 °F,81 %,NNE,10 mph,0 mph,30.21 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,1:51 PM,73 °F,66 °F,79 %,NE,10 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,2:24 PM,73 °F,66 °F,79 %,NE,12 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,2:43 PM,73 °F,66 °F,79 %,NE,13 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,2:51 PM,73 °F,66 °F,79 %,NE,12 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,3:51 PM,72 °F,66 °F,81 %,NE,13 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,4:28 PM,72 °F,66 °F,81 %,NE,13 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,4:51 PM,72 °F,66 °F,81 %,NE,15 mph,0 mph,30.20 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,5:20 PM,72 °F,66 °F,81 %,NE,15 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,5:35 PM,72 °F,66 °F,81 %,NE,14 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,5:51 PM,71 °F,66 °F,84 %,NE,12 mph,0 mph,30.18 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,6:51 PM,72 °F,67 °F,84 %,NE,8 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,7:29 PM,72 °F,67 °F,84 %,NE,7 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,7:51 PM,72 °F,67 °F,84 %,NE,9 mph,0 mph,30.17 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,8:29 PM,72 °F,67 °F,84 %,NE,8 mph,0 mph,30.17 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,8:51 PM,72 °F,67 °F,84 %,NE,8 mph,0 mph,30.17 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,9:51 PM,72 °F,68 °F,87 %,NE,7 mph,0 mph,30.19 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,10:51 PM,72 °F,68 °F,87 %,E,7 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,11:45 PM,72 °F,66 °F,83 %,ENE,8 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/13/21,11:51 PM,72 °F,67 °F,84 %,ENE,8 mph,0 mph,30.17 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,12:30 AM,71 °F,68 °F,90 %,ESE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,12:47 AM,72 °F,68 °F,88 %,ENE,8 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,12:51 AM,71 °F,68 °F,90 %,ENE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,1:15 AM,71 °F,68 °F,90 %,E,6 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,1:49 AM,72 °F,68 °F,88 %,ENE,6 mph,0 mph,30.17 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,1:51 AM,71 °F,68 °F,90 %,ENE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,2:49 AM,70 °F,68 °F,94 %,NE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,2:51 AM,70 °F,68 °F,93 %,NE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,3:51 AM,70 °F,68 °F,93 %,NE,8 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,4:51 AM,70 °F,67 °F,90 %,NE,9 mph,0 mph,30.14 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,5:48 AM,70 °F,66 °F,88 %,ENE,8 mph,0 mph,30.14 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,5:51 AM,70 °F,68 °F,93 %,ENE,9 mph,0 mph,30.14 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,6:29 AM,70 °F,68 °F,93 %,NE,6 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,6:51 AM,70 °F,68 °F,93 %,ENE,8 mph,0 mph,30.14 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,7:41 AM,70 °F,68 °F,93 %,ENE,9 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,7:51 AM,70 °F,68 °F,93 %,NE,8 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,8:51 AM,71 °F,68 °F,90 %,NE,7 mph,0 mph,30.16 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,9:00 AM,71 °F,68 °F,90 %,NE,7 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,9:48 AM,72 °F,68 °F,88 %,NE,3 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,9:51 AM,71 °F,68 °F,90 %,NE,5 mph,0 mph,30.15 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,10:23 AM,72 °F,69 °F,91 %,NE,6 mph,0 mph,30.14 in,0.0 in,Fog,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,10:45 AM,73 °F,70 °F,88 %,NE,6 mph,0 mph,30.14 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,10:51 AM,74 °F,69 °F,85 %,NE,6 mph,0 mph,30.14 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,11:10 AM,75 °F,69 °F,82 %,E,6 mph,0 mph,30.14 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,11:51 AM,77 °F,69 °F,76 %,ENE,6 mph,0 mph,30.13 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,12:51 PM,82 °F,70 °F,67 %,ENE,3 mph,0 mph,30.12 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,1:51 PM,85 °F,70 °F,61 %,NE,7 mph,0 mph,30.09 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,2:51 PM,89 °F,67 °F,48 %,WSW,8 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,3:51 PM,90 °F,66 °F,45 %,SSW,14 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,4:51 PM,90 °F,64 °F,42 %,WSW,9 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,5:51 PM,85 °F,67 °F,55 %,SSW,12 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,6:51 PM,85 °F,70 °F,61 %,S,12 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,7:51 PM,82 °F,72 °F,71 %,S,10 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,8:51 PM,81 °F,67 °F,62 %,SW,9 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,9:51 PM,81 °F,66 °F,60 %,ESE,5 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,10:51 PM,80 °F,66 °F,62 %,CALM,0 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/14/21,11:51 PM,81 °F,66 °F,60 %,CALM,0 mph,0 mph,30.09 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,12:51 AM,80 °F,67 °F,64 %,CALM,0 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,1:51 AM,80 °F,67 °F,64 %,SW,3 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,2:51 AM,79 °F,68 °F,69 %,CALM,0 mph,0 mph,30.06 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,3:51 AM,78 °F,68 °F,71 %,WNW,3 mph,0 mph,30.06 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,4:51 AM,77 °F,66 °F,69 %,NNW,7 mph,0 mph,30.06 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,5:51 AM,76 °F,66 °F,71 %,N,6 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
